blockNumber,fraxtalERC4626MintRedeemer,endpoint,frxUsdLockbox,sfrxUsdLockbox,owner,threshold,signers
28469281,0xBFc4D34Db83553725eC6c768da71D2D9c1456B55,0x1a44076050125825900e736c501f859c50fE728c,0x96A394058E2b84A89bac9667B19661Ed003cF5D4,0x88Aa7854D3b2dAA5e37E7Ce73A1F39669623a361,0x5f25218ed9474b721d6a38c115107428E832fA2E,3,0x6e74053a3798e0fC9a9775F7995316b27f21c4D2;0x17e06ce6914E3969f7BD37D8b2a563890cA1c96e;0x8d8290d49e88D16d81C6aDf6C8774eD88762274A;0x6933BCC3e96f1C4d2cb73Cb391d854b18Ab7A4F2;0xcbc616D595D38483e6AdC45C7E426f44bF230928;0x13Fe84D36d7a507Bb4bdAC6dCaF13a10961fc470
